player_id,session,elo
10,S3D8,984
10,S3D9,964.8
10,S3D10,910.4
10,S3D11,913.6
10,S3D12,913.6
10,S4D1,884.8
10,S4D2,884.8
10,S4D3,878.4
10,S4D4,904
10,S4D5,955.2
10,S4D6,984
10,S4D7,984
10,S4D8,984
10,S4D9,984
10,S4D10,984
10,S4D11,996.8
15,S1D1,952
15,S1D2,952
15,S1D3,952
15,S1D4,952
15,S1D5,952
15,S1D6,952
15,S1D7,900.8
15,S1D8,900.8
15,S1D9,900.8
15,S1D10,900.8
15,S1D11,868.8
15,S2D1,868.8
15,S2D2,868.8
15,S2D3,894.4
15,S2D4,894.4
15,S2D5,894.4
15,S2D6,900.8
15,S2D7,900.8
15,S2D8,900.8
15,S2D9,948.8
15,S2D10,948.8
15,S2D11,948.8
15,S2D12,948.8
15,S3D1,945.6
15,S3D2,945.6
15,S3D3,945.6
15,S3D4,945.6
15,S3D5,945.6
15,S3D6,894.4
15,S3D7,920
15,S3D8,971.2
15,S3D9,971.2
15,S3D10,980.8
15,S3D11,980.8
15,S3D12,980.8
15,S4D1,980.8
15,S4D2,990.4
15,S4D3,990.4
15,S4D4,990.4
15,S4D5,990.4
15,S4D6,990.4
15,S4D7,990.4
15,S4D8,990.4
15,S4D9,990.4
15,S4D10,990.4
15,S4D11,939.2
7,S1D1,1000
7,S1D2,1000
7,S1D3,1000
7,S1D4,1000
7,S1D5,1000
7,S1D6,1000
7,S1D7,1000
7,S1D8,1000
7,S1D9,1000
7,S1D10,974.4
7,S1D11,974.4
7,S2D1,923.2
7,S2D2,910.4
