"card_id","card_name","bayes_coef","bayes_se","bayes_n_games","bayes_or","bayes_or_lower","bayes_or_upper","bayes_significant","bayes_only","bayes_shrinkage_ratio"
"0020c31b-002a-4121-bc61-2c2c16e9afc8","Ornery Tumblewagg",-0.00024871007632744,0.0384779013995376,37,0.99975132084946,0.927126374098538,1.07806522547918,FALSE,TRUE,154.709861247758
"00cb17a0-5a13-4d02-b7fb-f99531bc8ca5","Dark Depths",0.000304134621096064,0.0379898207657361,70,1.00030418087472,0.928526912135802,1.07762999779278,FALSE,TRUE,124.911200930777
"00f9955f-a522-47bf-b064-92dd21a76b18","Solemn Simulacrum",-0.0083673909729828,0.0389608149653968,37,0.991667518208753,0.918759775689756,1.07036081976055,FALSE,TRUE,4.65626801606332
"01978fe5-00a9-4add-ae2a-b4c2572ffb9a","Vendilion Clique",0.00132264868846691,0.0353461461481232,46,1.00132352377401,0.934301770893867,1.07315305450395,FALSE,TRUE,26.7237600251153
"02551196-ecea-472f-9547-3c9658d0489e","Ravenous Chupacabra",0.000307177372944482,0.0372731654121864,27,1.00030722455674,0.929834908035054,1.07612064771255,FALSE,TRUE,121.340856114825
"026e7167-d665-43d0-a51e-8df2d68cdb5e","Cecil, Dark Knight // Cecil, Redeemed Paladin",-0.00679046288935021,0.0402669996711821,19,0.993232540207101,0.917856900569656,1.07479812845988,FALSE,TRUE,5.9299344282309
"02902fcc-eefc-4e81-aafd-59fa203a71d7","Eternal Witness",-0.00193313930979491,0.0378364189032694,21,0.99806872800055,0.926730461156768,1.07489850346478,FALSE,TRUE,19.5725257417085
"02e8e540-8aa3-4e6a-9a11-c3949cab5f0f","Tezzeret, Cruel Captain",0.00189391072332773,0.0380201087352218,10,1.00189570530499,0.929949028503405,1.07940862729221,FALSE,TRUE,20.0749213080213
"0463e989-ba32-4a46-a82f-e0d6daf3cd51","Sulfuric Vortex",-0.00882726226601017,0.0390343561146055,39,0.991211583628549,0.91820500137224,1.07002292739757,FALSE,TRUE,4.42202292605595
"05690d52-06c4-40b1-8360-380418a83250","The Aetherspark",-0.000475296809711147,0.0380882363696581,18,0.999524816125924,0.927624520044721,1.07699811342136,FALSE,TRUE,80.1356869885273
"05812009-d1b8-4775-8188-f05cfdb4feed","Worn Powerstone",-0.00377963751850242,0.0378531514257225,9,0.996227496320778,0.924990497668842,1.07295072427964,FALSE,TRUE,10.0150216099878
"059164e1-894d-4586-9800-e60d6fbd6eb6","Shifting Woodland",-0.00114702377508867,0.0366671932340146,48,0.998853633805238,0.92958714406553,1.07328138963118,FALSE,TRUE,31.967247785409
"0596155d-8f83-40ca-be31-9a0df1ced65e","Wall of Omens",-0.00976349544317531,0.0382928173951787,37,0.990284012737441,0.91868000394683,1.06746900081666,FALSE,TRUE,3.92203976721732
"05bd329b-5707-42fc-af1c-084cc604e805","Imperial Recruiter",0.00172219309831324,0.0383923651134707,46,1.00172367692454,0.929111205766872,1.0800110026474,FALSE,TRUE,22.2927180181323
"05e8a4ea-8c0d-4284-ac23-80e19fdde11d","Myr Battlesphere",-0.00968980180476198,0.0396885832544436,61,0.990356993058461,0.916237723063239,1.07047215914739,FALSE,TRUE,4.09591280132675
"0645f487-efe5-4764-b361-85e07bb5ccca","Ulamog, the Infinite Gyre",0.00130469445606503,0.0382318552721619,20,1.00130554594015,0.929015605743345,1.07922061818139,FALSE,TRUE,29.3033016998243
"07246783-d475-4f61-99ac-e2b574072349","Voice of Resurgence",-0.00176506543113127,0.0374338681581447,59,0.998236491380764,0.927617834746748,1.07423127865607,FALSE,TRUE,21.2082042387248
"0783b426-a527-42c1-9271-be28b229e1c6","Torsten, Founder of Benalia",-0.000217859241694527,0.0383276417996627,29,0.999782164487907,0.927428072689092,1.07778102244616,FALSE,TRUE,175.928464184247
"07d8ae46-14ec-4878-ba8a-a47d4508c6d7","Zealous Persecution",0.00555972320828457,0.039180573082379,18,1.00557520715154,0.931243769264739,1.08583974530776,FALSE,TRUE,7.04721649164042
"0a786855-6eb4-42c0-a528-4842db46809d","Stock Up",0.00185073285069656,0.0382319842063962,38,1.00185244651375,0.929522787554434,1.0798103478736,FALSE,TRUE,20.6577541388574
"0aa3a844-97e6-4f5d-a36f-56fea4e06932","Manglehorn",-0.00133401002814459,0.037656474825725,16,0.998666879367701,0.927612961365761,1.07516343290159,FALSE,TRUE,28.2280297983213
"0c0e7131-db26-448d-afda-f48337a026f0","Pyroclasm",-0.000986736561540265,0.0387139322064919,20,0.999013750102898,0.926013890705801,1.0777683606171,FALSE,TRUE,39.2343141172965
"0d60eabe-b281-4eba-9c26-287364ed2067","Earthshaker Khenra",-0.00127647356573703,0.0381331515647993,66,0.998724340780111,0.926800033171259,1.07623033358519,FALSE,TRUE,29.8738278554022
