card_id,card_name,v0_coef,v0_se,v0_z,v0_p,v0_or,v0_or_lower,v0_or_upper,v0_aic,v0_separation,v0_win_rate_lift_prob,v0_win_rate_lift_mean_prob,v1_coef,v1_se,v1_z,v1_p,v1_or,v1_or_lower,v1_or_upper,v1_aic,v1_separation,v1_win_rate_lift_prob,v1_win_rate_lift_mean_prob,v2_coef,v2_se,v2_z,v2_p,v2_or,v2_or_lower,v2_or_upper,v2_aic,v2_separation,v2_win_rate_lift_prob,v2_win_rate_lift_mean_prob,n_games,v0_p_adj,v0_significant_raw,v0_significant_fdr,v1_p_adj,v1_significant_raw,v1_significant_fdr,v2_p_adj,v2_significant_raw,v2_significant_fdr,best_aic,aic_improvement_v0_to_v1,aic_improvement_v1_to_v2,or_range,or_mean,or_cv,confidence,v0_win_rate_lift_pct,v0_win_rate_lift_mean_pct,v0_win_rate_lift_std,v0_win_rate_lift_mean_std,v1_win_rate_lift_pct,v1_win_rate_lift_mean_pct,v1_win_rate_lift_std,v1_win_rate_lift_mean_std,v2_win_rate_lift_pct,v2_win_rate_lift_mean_pct,v2_win_rate_lift_std,v2_win_rate_lift_mean_std
31b770cc-09e7-4c0b-b2a4-462ab4f7200d,Expressive Iteration,-0.4704438687902612,0.18501026484934102,-2.542798742401437,0.010996854971721945,0.6247249108416774,0.4347152813178667,0.897785817519411,3102.090420331361,False,-0.1053954778543829,-0.115832696893168,-0.43984873720721035,0.19252653993361551,-2.2846135257968756,0.022335499128497728,0.6441338471991401,0.44166625757435485,0.9394161450916702,3100.163252051424,False,-0.09813323576922682,-0.1058212117639859,-0.37783628077809417,0.18706376076540418,-2.019826177085881,0.043401420857039304,0.6853426952542202,0.4749806313527742,0.9888710800703592,3337.2164696726113,False,-0.0927699512610217,-0.09361145714615321,135,0.2827108132313516,True,False,0.6077448208812769,True,False,0.42888753091291376,True,False,3100.163252051424,1.9271682799371774,-237.0532176211873,0.06061778441254284,0.6514004844316793,0.09305762869585431,medium,-10.53954778543829,-11.5832696893168,-0.2107909557087658,-0.231665393786336,-9.813323576922683,-10.58212117639859,-0.19626647153845364,-0.2116424235279718,-9.27699512610217,-9.36114571461532,-0.1855399025220434,-0.18722291429230642
8e42df9e-95f2-4c79-9274-2d16e3cd91f1,"Thalia, Guardian of Thraben",-0.1401350823057515,0.19458124721566186,-0.7201880156027287,0.4714092417136554,0.8692408084151765,0.5936209308715272,1.2728317748246545,3108.1269959376336,False,-0.03178723584391557,-0.0349848979957908,-0.29926942980707466,0.20161046601209834,-1.4843943160625201,0.13770434179356655,0.7413596381397712,0.49936102731884485,1.1006347772346297,3103.2344201470014,False,-0.06717306199902946,-0.07252238838000075,-0.385920699063508,0.1883867228391995,-2.0485557222252697,0.04050557806754192,0.6798244342570792,0.4699360413235725,0.9834556636926228,3337.113684470489,False,-0.09463698291040257,-0.09535137205068445,130,0.8306366510665537,False,False,0.6814923206686854,False,False,0.4280535805189413,True,False,3103.2344201470014,4.892575790632236,-233.8792643234874,0.1894163741580973,0.7634749602706755,0.2480976901861239,low,-3.178723584391557,-3.4984897995790796,-0.06357447168783115,-0.0699697959915816,-6.717306199902946,-7.252238838000075,-0.13434612399805893,-0.1450447767600015,-9.463698291040256,-9.535137205068445,-0.18927396582080513,-0.1907027441013689
cbac1d27-15e2-4e2f-82ab-625a16e096cb,Enlightened Tutor,0.3498676987091507,0.3973717871764317,0.8804542999772922,0.37861325175767424,1.418879816543646,0.6511722986305232,3.0916854694662566,3107.885905550662,False,0.07874250396233826,0.08661541342712109,0.3383170903566759,0.40122056991968164,0.8432197043745836,0.3991055802397808,1.402585179135122,0.6388566231576833,3.0793218907334468,3104.752696428037,False,0.07570453409373903,0.0843640576244169,-0.3969771662446174,0.38836346248613796,-1.0221794905816788,0.30669595594708565,0.6723493777186063,0.31406052630466424,1.4393839653700005,3340.290596335518,False,-0.09722757705745394,-0.09797741026638151,28,0.8185854271072797,False,False,0.8496358082249582,False,False,0.6686622078422327,False,False,3104.752696428037,3.133209122624976,-235.537899907481,0.7465304388250398,1.1646047911324582,0.6410161150883776,low,7.874250396233825,8.661541342712109,0.1574850079246765,0.17323082685424218,7.570453409373903,8.43640576244169,0.15140906818747807,0.1687281152488338,-9.722757705745394,-9.797741026638151,-0.19445515411490788,-0.19595482053276303
86ecaedc-08f1-4de7-aae8-056df57940e0,Goblin Cratermaker,-0.005041652132362899,0.28688931140809526,-0.017573509823763468,0.9859790895117517,0.9949710356643079,0.567029072401447,1.745884664463951,3108.646941469983,False,-0.0011444711355506516,-0.0012604105425741419,-0.11742386165809683,0.2945879406937754,-0.3986037628748663,0.6901851885563155,0.8892082120079915,0.4991661736114141,1.584024090778993,3105.2922376835486,False,-0.026470779072304516,-0.02888920867856959,-0.39964466232650914,0.2846921442316707,-1.4037783283591232,0.16038486928420004,0.670558278325239,0.38379709479389235,1.1715784479087314,3339.352984439518,False,-0.09788983516201087,-0.09866579688477406,54,0.9921880260625904,False,False,0.9359214534928498,False,False,0.5602043664532971,False,False,3105.2922376835486,3.354703786434584,-234.06074675596938,0.32441275733906894,0.8515791753325127,0.38095431022300047,low,-0.11444711355506516,-0.1260410542574142,-0.0022889422711013033,-0.0025208210851482837,-2.6470779072304516,-2.888920867856959,-0.05294155814460903,-0.05777841735713918,-9.788983516201087,-9.866579688477406,-0.19577967032402174,-0.19733159376954812
ea7e7daf-7c06-4c74-8bcf-e42c1f611861,Virtue of Loyalty // Ardenvale Fealty,-0.5719332218974196,0.3694965517117047,-1.5478716086738036,0.12165321142959797,0.5644332086396,0.27358403042898244,1.1644862695956708,3106.180741738428,False,-0.12728031864457423,-0.13936404795735796,-0.7350816329351556,0.3834324274751416,-1.9171086748598274,0.05522412679244082,0.4794663171345082,0.22613814830284223,1.0165819035480244,3101.6638663205613,False,-0.16051972842592807,-0.16849671292828677,-0.4005672145768275,0.35312680603529917,-1.1343438326706528,0.256650349511255,0.6699399385458338,0.3353113571734901,1.3385157157876293,3340.0347339749883,False,-0.09813567452767692,-0.09878894711680775,36,0.5957145353338249,False,False,0.6335212787427494,False,False,0.6269722580471538,False,False,3101.6638663205613,4.516875417866686,-238.370867654427,0.19047362141132557,0.5712798214399807,0.333415629719274,low,-12.728031864457423,-13.936404795735797,-0.25456063728914846,-0.2787280959147159,-16.051972842592807,-16.849671292828678,-0.32103945685185614,-0.33699342585657355,-9.813567452767693,-9.878894711680775,-0.19627134905535384,-0.1975778942336155
7aa37f85-5336-4372-97a2-9c8b00798c7a,Tough Cookie,-0.21872185248231074,0.344041746702652,-0.635742187041468,0.5249444746220885,0.8035451911732289,0.40940774990704043,1.5771193251818736,3108.2378688591007,False,-0.049526659301682825,-0.0544737724083913,-0.16378439154789998,0.34917645989857227,-0.4690590871889691,0.6390274018987445,0.8489250375629316,0.4281977090836538,1.6830396429338026,3105.229884150539,False,-0.03689792279190983,-0.04016827667462414,-0.40326533255893315,0.3405959681640945,-1.1839991375489372,0.2364134042198618,0.6681347978870429,0.34272276286973197,1.3025224948867398,3339.9150846751204,False,-0.09879069169870011,-0.09954463791525492,39,0.8618517518836141,False,False,0.9250373783620884,False,False,0.6103224703081788,False,False,3105.229884150539,3.0079847085617075,-234.68520052458143,0.1807902396758887,0.7735350088744011,0.23371953124521558,low,-4.9526659301682825,-5.447377240839129,-0.09905331860336565,-0.1089475448167826,-3.689792279190983,-4.0168276674624135,-0.07379584558381966,-0.08033655334924827,-9.87906916987001,-9.954463791525491,-0.19758138339740022,-0.19908927583050984
2ae6828e-ff19-45db-8b59-61616353491f,Deceptive Landscape,-0.5891808637181869,0.2515982213040979,-2.3417528973945516,0.01919341768879056,0.5547815403486596,0.3388108210145342,0.9084200929297597,3103.0161907441134,False,-0.13101832211824332,-0.14354038221665577,-0.568887031066124,0.26024196115002357,-2.1859927144422864,0.028816138352879342,0.566155201332242,0.3399484553011344,0.9428832724408671,3100.5666381301435,False,-0.12594985060945624,-0.13360024800174203,-0.403673831429138,0.2503122546943633,-1.6126810567945724,0.106813818150717,0.6678619213156417,0.408899509721609,1.0908292510477633,3338.696259650203,False,-0.09896853296225669,-0.09954090144657923,75,0.31164049247325726,True,False,0.6077448208812769,True,False,0.5572186867891344,False,False,3100.5666381301435,2.4495526139698995,-238.12962152005957,0.11308038096698214,0.5962662209988477,0.18964747118753966,low,-13.101832211824332,-14.354038221665578,-0.26203664423648665,-0.28708076443331154,-12.594985060945623,-13.360024800174203,-0.2518997012189125,-0.26720049600348406,-9.896853296225668,-9.954090144657924,-0.19793706592451338,-0.19908180289315847
15c34f32-49d9-4a0d-83b2-28172f54fdd1,Crop Rotation,-0.3066779805271367,0.22891283116173103,-1.3397151176312314,0.1803379807464115,0.7358875328722748,0.4698474884465292,1.1525664696587437,3106.8273250051957,False,-0.0692910531349938,-0.07613763158774872,-0.27779163088448927,0.23324889916576216,-1.1909665249355457,0.23366672656112297,0.7574546352243942,0.4795248921668288,1.1964707855527013,3104.0171479518212,False,-0.06243702902948042,-0.06764436220162506,-0.4064758296370463,0.22360168418225979,-1.817856744342427,0.0690860310508731,0.6659931927187206,0.4296711498650472,1.0322939598969723,3337.984652121057,False,-0.0996263212526305,-0.10050091695098007,92,0.7007842385685812,False,False,0.8009576127122938,False,False,0.4843872858907807,False,False,3104.0171479518212,2.8101770533744457,-233.96750416923578,0.09146144250567356,0.7197784536051298,0.12706888077515208,low,-6.92910531349938,-7.613763158774872,-0.1385821062699876,-0.15227526317549744,-6.243702902948042,-6.764436220162507,-0.12487405805896085,-0.13528872440325013,-9.96263212526305,-10.050091695098008,-0.199252642505261,-0.20100183390196014
3b6e5956-f795-451b-bb24-56462d1ced27,Umezawa's Jitte,-0.2712888954236162,0.171359299773327,-1.583158286608754,0.11338539133292956,0.7623962118104175,0.5448999261190558,1.0667059324502042,3106.120017027213,False,-0.06138279396028921,-0.0674872605175712,-0.40109564460974134,0.17569622475542762,-2.282892789347488,0.022436684335620453,0.6695860156820287,0.4745158560628623,0.9448481576926244,3100.184742836437,False,-0.08969301067460092,-0.09630851049986866,-0.40950359312812346,0.1684916335350184,-2.430409062673218,0.015081790217727244,0.6639797724628166,0.4772345476203548,0.9237997132397249,3335.3618679672136,False,-0.10037799329276298,-0.10100343757062463,164,0.5829898871034794,False,False,0.6077448208812769,True,False,0.2676805491179403,True,False,3100.184742836437,5.935274190775999,-235.1771251307764,0.09841643934760091,0.6986539999850877,0.14086577812436707,medium,-6.138279396028921,-6.74872605175712,-0.12276558792057841,-0.1349745210351424,-8.969301067460092,-9.630851049986866,-0.17938602134920184,-0.19261702099973732,-10.037799329276298,-10.100343757062463,-0.20075598658552596,-0.20200687514124926
6cc73d16-5ed7-4104-91f6-0997a2080e2e,Embereth Shieldbreaker // Battle Display,-0.11371861554345107,0.2224627775113471,-0.5111804177561824,0.6092247293572223,0.892509058728988,0.5770965707662944,1.3803104372212434,3108.3849811463124,False,-0.025804928274289405,-0.02840248306671861,-0.2350227622232524,0.2245833110134502,-1.0464836463702194,0.2953377914423141,0.7905528546833627,0.5090515188136794,1.2277221321419216,3104.3499587870892,False,-0.05286787776171774,-0.057324574870050826,-0.412653939165813,0.2123728021455029,-1.943063965804301,0.05200843015752348,0.6618912978536737,0.4365271827190485,1.0036032291175425,3337.5272836637737,False,-0.10102119314080853,-0.10184011005248378,98,0.8870181059472154,False,False,0.8027463318057612,False,False,0.43957810146838344,False,False,3104.3499587870892,4.035022359223149,-233.17732487668445,0.23061776087531427,0.7816510704220082,0.2950392695692277,low,-2.5804928274289405,-2.840248306671861,-0.05160985654857881,-0.05680496613343722,-5.286787776171773,-5.732457487005083,-0.10573575552343548,-0.11464914974010165,-10.102119314080852,-10.184011005248378,-0.20204238628161705,-0.20368022010496756
